,precision,recall,f1-score,support
econ,0.6187780772686433,0.9182666666666667,0.739345142243693,7500.0
water,0.7800734618916437,0.7551111111111111,0.7673893405600722,2250.0
others,0.7843734145104008,0.41226666666666667,0.5404649536794267,7500.0
accuracy,0.6769855072463768,0.6769855072463768,0.6769855072463768,0.6769855072463768
macro avg,0.7277416512235626,0.6952148148148147,0.6823998121610639,17250.0
weighted avg,0.711814578411538,0.6769855072463768,0.6565334339526702,17250.0
