,precision,recall,f1-score,support
econ,0.6500681095807477,0.756561564206447,0.699283620970368,5677.0
water,0.8080855018587361,0.7777280858676208,0.792616226071103,2236.0
others,0.7397054403366397,0.6562666666666667,0.6954924402995619,7500.0
accuracy,0.7108285213780575,0.7108285213780575,0.7108285213780575,0.7108285213780575
macro avg,0.7326196839253744,0.7301854389135781,0.7291307624470109,15413.0
weighted avg,0.7166097867235993,0.7108285213780575,0.7109788036067269,15413.0
