,precision,recall,f1-score,support
econ,0.7357127453094673,0.9097333333333333,0.8135209252414451,7500.0
water,0.818374558303887,0.772,0.7945111492281304,1500.0
others,0.712202063322661,0.4448888888888889,0.5476678976884147,4500.0
accuracy,0.7394814814814815,0.7394814814814815,0.7394814814814815,0.7394814814814815
macro avg,0.7554297889786717,0.7088740740740741,0.7185666573859968,13500.0
weighted avg,0.7370604972021341,0.7394814814814815,0.7227910520556222,13500.0
