,precision,recall,f1-score,support
econ,0.6658184902459712,0.8971428571428571,0.7643622200584226,5250.0
water,0.8120437956204379,0.7911111111111111,0.8014407924358398,2250.0
others,0.7388441843452817,0.4488888888888889,0.5584738733757257,4500.0
accuracy,0.7091666666666666,0.7091666666666666,0.7091666666666666,0.7091666666666666
macro avg,0.7389021567372303,0.7123809523809523,0.7080922952899961,12000.0
weighted avg,0.7206203702909252,0.7091666666666666,0.6941063223731769,12000.0
