,precision,recall,f1-score,support
econ,0.5967563071804824,0.7583230579531443,0.6679078426809402,5677.0
water,0.8062350119904077,0.751788908765653,0.778060634112474,2236.0
others,0.7152437029767746,0.5830666666666666,0.6424269134714264,7500.0
accuracy,0.6720949847531305,0.6720949847531305,0.6720949847531305,0.6720949847531305
macro avg,0.7060783407158883,0.697726211128488,0.6961317967549469,15413.0
weighted avg,0.6848021030947874,0.6720949847531305,0.6714888893668259,15413.0
