,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
1,0.6753856472166331,0.5594444444444444,0.6119720449711334,3600.0,16800,14470,3600
2,0.8275245755138516,0.7716666666666666,0.7986200948684777,3600.0,16800,15020,3600
3,0.7315128081198646,0.8408333333333333,0.7823727061256138,3600.0,16800,15115,3600
4,0.5954848260547743,0.6763345943673813,0.6333398937217083,2379.0,11102,15687,2379
accuracy,0.7153805296304727,0.7153805296304727,0.7153805296304727,0.7153805296304727,,,
macro avg,0.7074769642262809,0.7120697597029564,0.7065761849217334,13179.0,,,
weighted avg,0.7178527439294002,0.7153805296304727,0.7133613364169327,13179.0,,,
