,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2101,0.8302461304237503,0.9088888888888889,0.8677894178490916,3600.0,16800,15764,3600
2204,0.6929316338354577,0.6644444444444444,0.6783891094724901,3600.0,16800,13996,3600
2205,0.7188142060463751,0.6802777777777778,0.6990152704438418,3600.0,16800,14128,3600
accuracy,0.7512037037037037,0.7512037037037037,0.7512037037037037,0.7512037037037037,,,
macro avg,0.7473306567685277,0.7512037037037036,0.7483979325884745,10800.0,,,
weighted avg,0.7473306567685277,0.7512037037037037,0.7483979325884744,10800.0,,,
