,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2302,0.8547973319651103,0.9255555555555556,0.8887703387570018,3600.0,16800,15571,3600
2303,0.9502849905003167,0.8336111111111111,0.8881325836046168,3600.0,16800,15571,3600
2405,0.3134920634920635,0.7314814814814815,0.4388888888888889,108.0,500,16800,108
accuracy,0.8773946360153256,0.8773946360153256,0.8773946360153256,0.8773946360153256,,,
macro avg,0.7061914619858302,0.8302160493827161,0.7385972704168359,7308.0,,,
weighted avg,0.8938360021528025,0.8773946360153256,0.8818076793242785,7308.0,,,
