,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2302,0.8692267773741568,0.9305555555555556,0.8988462570431983,3600.0,16800,16800,3600
2303,0.9438133251458397,0.8538888888888889,0.896602012541928,3600.0,16800,16800,3600
2405,0.39800995024875624,0.7142857142857143,0.5111821086261981,112.0,520,6000,112
accuracy,0.8894967177242888,0.8894967177242888,0.8894967177242888,0.8894967177242888,,,
macro avg,0.7370166842562509,0.8329100529100529,0.7688767927371081,7312.0,,,
weighted avg,0.8987310562773315,0.8894967177242888,0.8918033597746977,7312.0,,,
