alpha2,alpha3,cal_macro_f1,cal_alive,tune_macro_f1,tune_alive
0.0,0.0,0.2579,8,0.2127,7
0.0,0.1,0.2584,8,0.2144,7
0.0,0.2,0.2588,10,0.2156,8
0.0,0.3,0.2587,10,0.217,9
0.0,0.4,0.2596,10,0.2182,10
0.0,0.5,0.2599,10,0.2198,10
0.0,0.6,0.2602,10,0.2201,10
0.0,0.7,0.2585,10,0.219,10
0.0,0.8,0.2526,11,0.2152,10
0.0,0.9,0.241,11,0.2047,10
0.0,1.0,0.2204,11,0.1863,10
0.0,1.1,0.1988,9,0.1707,10
0.0,1.2,0.1789,8,0.1544,10
0.1,0.0,0.2605,8,0.2157,7
0.1,0.1,0.2614,8,0.2176,8
0.1,0.2,0.2619,9,0.2193,8
0.1,0.3,0.2623,10,0.2209,9
0.1,0.4,0.2637,10,0.2225,10
0.1,0.5,0.2644,10,0.2245,10
0.1,0.6,0.2651,10,0.2244,10
0.1,0.7,0.2636,10,0.2233,10
0.1,0.8,0.2574,11,0.2193,10
0.1,0.9,0.2454,10,0.2077,10
0.1,1.0,0.2237,11,0.1876,11
0.1,1.1,0.2012,9,0.1711,10
0.1,1.2,0.1811,8,0.1549,10
0.2,0.0,0.2615,8,0.217,7
0.2,0.1,0.2626,8,0.2191,8
0.2,0.2,0.2634,9,0.2214,8
0.2,0.3,0.2642,10,0.2235,10
0.2,0.4,0.2657,10,0.225,10
0.2,0.5,0.2669,10,0.2269,10
0.2,0.6,0.2679,10,0.2265,10
0.2,0.7,0.2661,10,0.2253,10
0.2,0.8,0.2598,11,0.2211,10
0.2,0.9,0.2479,10,0.2092,10
0.2,1.0,0.2258,10,0.188,11
0.2,1.1,0.2026,9,0.171,10
0.2,1.2,0.1821,8,0.1544,10
0.3,0.0,0.2607,8,0.2174,7
0.3,0.1,0.2621,8,0.2197,8
0.3,0.2,0.2631,9,0.2219,8
0.3,0.3,0.2643,10,0.2242,10
0.3,0.4,0.266,10,0.2258,10
0.3,0.5,0.2676,10,0.2274,10
0.3,0.6,0.2687,10,0.227,10
0.3,0.7,0.2668,10,0.226,10
0.3,0.8,0.2606,10,0.2217,10
0.3,0.9,0.249,10,0.2096,10
0.3,1.0,0.2269,10,0.1878,11
0.3,1.1,0.2035,10,0.1704,11
0.3,1.2,0.1829,8,0.1537,9
0.4,0.0,0.2593,8,0.2157,7
0.4,0.1,0.2607,9,0.2183,8
0.4,0.2,0.2618,9,0.2208,8
0.4,0.3,0.2632,9,0.2231,10
0.4,0.4,0.2649,9,0.2246,10
0.4,0.5,0.2667,10,0.2266,10
0.4,0.6,0.2677,9,0.226,10
0.4,0.7,0.266,10,0.2248,10
0.4,0.8,0.2601,10,0.2206,10
0.4,0.9,0.2493,10,0.2088,10
0.4,1.0,0.2277,10,0.1867,10
0.4,1.1,0.2041,10,0.1689,11
0.4,1.2,0.1835,8,0.1521,9
0.5,0.0,0.2564,8,0.2134,7
0.5,0.1,0.2577,9,0.216,8
0.5,0.2,0.2588,9,0.2185,8
0.5,0.3,0.2602,9,0.221,10
0.5,0.4,0.2618,9,0.2225,10
0.5,0.5,0.2636,9,0.2244,10
0.5,0.6,0.2646,9,0.2236,10
0.5,0.7,0.2632,10,0.2225,10
0.5,0.8,0.2579,10,0.2185,10
0.5,0.9,0.248,10,0.207,10
0.5,1.0,0.2273,10,0.1852,10
0.5,1.1,0.2038,10,0.1673,11
0.5,1.2,0.1834,8,0.1504,9
0.6,0.0,0.2529,8,0.2102,7
0.6,0.1,0.2541,9,0.2129,8
0.6,0.2,0.255,9,0.2155,8
0.6,0.3,0.2562,9,0.2176,10
0.6,0.4,0.2579,9,0.2189,10
0.6,0.5,0.2595,9,0.2206,10
0.6,0.6,0.2605,9,0.2202,10
0.6,0.7,0.2594,10,0.2191,10
0.6,0.8,0.255,10,0.2154,10
0.6,0.9,0.2463,10,0.2046,10
0.6,1.0,0.2264,10,0.1831,10
0.6,1.1,0.203,10,0.1652,10
0.6,1.2,0.1827,8,0.1481,9
0.7,0.0,0.2498,9,0.2065,7
0.7,0.1,0.2511,9,0.2091,8
0.7,0.2,0.252,9,0.2118,8
0.7,0.3,0.253,9,0.2141,10
0.7,0.4,0.2546,9,0.2153,10
0.7,0.5,0.2559,9,0.2168,10
0.7,0.6,0.2566,10,0.2162,10
0.7,0.7,0.2556,10,0.2152,10
0.7,0.8,0.2517,10,0.2118,10
0.7,0.9,0.244,10,0.2018,10
0.7,1.0,0.225,10,0.1807,10
0.7,1.1,0.2019,10,0.1627,10
0.7,1.2,0.1819,8,0.1458,9
0.8,0.0,0.2456,9,0.2025,7
0.8,0.1,0.2468,9,0.2052,8
0.8,0.2,0.2476,9,0.208,8
0.8,0.3,0.2485,9,0.2103,10
0.8,0.4,0.25,9,0.2114,10
0.8,0.5,0.2511,9,0.2124,10
0.8,0.6,0.2517,10,0.2119,10
0.8,0.7,0.2509,10,0.2107,10
0.8,0.8,0.2476,10,0.2077,10
0.8,0.9,0.2408,10,0.1984,10
0.8,1.0,0.2229,10,0.1779,10
0.8,1.1,0.2001,10,0.1601,10
0.8,1.2,0.1804,9,0.1432,9
0.9,0.0,0.2412,9,0.198,7
0.9,0.1,0.2424,9,0.2008,8
0.9,0.2,0.2431,9,0.2038,8
0.9,0.3,0.244,9,0.206,9
0.9,0.4,0.2453,9,0.2066,9
0.9,0.5,0.2463,9,0.2074,10
0.9,0.6,0.2467,10,0.2068,10
0.9,0.7,0.2459,10,0.2058,10
0.9,0.8,0.243,10,0.2032,10
0.9,0.9,0.2371,10,0.1947,10
0.9,1.0,0.2202,10,0.1748,10
0.9,1.1,0.198,10,0.1573,10
0.9,1.2,0.1785,9,0.1404,9
1.0,0.0,0.2356,9,0.1939,8
1.0,0.1,0.2367,9,0.1967,8
1.0,0.2,0.2374,9,0.1995,8
1.0,0.3,0.2381,9,0.2013,9
1.0,0.4,0.2393,9,0.2015,9
1.0,0.5,0.2402,10,0.2022,10
1.0,0.6,0.2406,10,0.2016,10
1.0,0.7,0.2399,10,0.2007,10
1.0,0.8,0.2373,10,0.1986,10
1.0,0.9,0.2323,10,0.1908,10
1.0,1.0,0.2166,10,0.1716,10
1.0,1.1,0.1949,10,0.1544,10
1.0,1.2,0.1757,9,0.1378,9
1.1,0.0,0.2289,9,0.1885,8
1.1,0.1,0.2299,9,0.1915,8
1.1,0.2,0.2306,9,0.1942,9
1.1,0.3,0.2312,9,0.1957,9
1.1,0.4,0.2322,9,0.1958,9
1.1,0.5,0.233,10,0.1964,9
1.1,0.6,0.2333,10,0.1958,10
1.1,0.7,0.2326,10,0.1951,10
1.1,0.8,0.2304,10,0.1933,10
1.1,0.9,0.2262,10,0.1863,10
1.1,1.0,0.2117,10,0.1679,10
1.1,1.1,0.1907,10,0.151,10
1.1,1.2,0.1719,9,0.1346,9
1.2,0.0,0.2204,9,0.1829,8
1.2,0.1,0.2213,9,0.1864,8
1.2,0.2,0.222,9,0.1892,9
1.2,0.3,0.2224,9,0.1904,9
1.2,0.4,0.2234,9,0.19,9
1.2,0.5,0.2239,10,0.1903,9
1.2,0.6,0.2243,10,0.1896,9
1.2,0.7,0.2236,10,0.1889,10
1.2,0.8,0.2217,10,0.1875,10
1.2,0.9,0.2184,10,0.1813,10
