alpha2,alpha3,cal_macro_f1,cal_alive,tune_macro_f1,tune_alive
0.0,0.0,0.2592,7,0.2145,7
0.0,0.1,0.2599,7,0.2163,8
0.0,0.2,0.2604,8,0.218,8
0.0,0.3,0.2603,9,0.2199,9
0.0,0.4,0.2609,9,0.2207,10
0.0,0.5,0.2609,9,0.2224,10
0.0,0.6,0.2612,9,0.2225,10
0.0,0.7,0.2592,9,0.2216,10
0.0,0.8,0.2536,10,0.2179,10
0.0,0.9,0.2418,10,0.2069,10
0.0,1.0,0.2213,10,0.1884,10
0.0,1.1,0.1994,9,0.1728,10
0.0,1.2,0.1795,7,0.1565,8
0.1,0.0,0.2613,7,0.2176,7
0.1,0.1,0.2623,7,0.22,8
0.1,0.2,0.2632,9,0.2219,8
0.1,0.3,0.2635,10,0.2243,10
0.1,0.4,0.2648,10,0.2253,10
0.1,0.5,0.2654,10,0.2267,10
0.1,0.6,0.2661,10,0.2267,10
0.1,0.7,0.2641,10,0.2258,10
0.1,0.8,0.2579,11,0.2215,10
0.1,0.9,0.2458,10,0.2098,10
0.1,1.0,0.2243,11,0.1897,10
0.1,1.1,0.2014,9,0.1733,10
0.1,1.2,0.1813,7,0.1568,8
0.2,0.0,0.2614,8,0.2195,7
0.2,0.1,0.2626,8,0.2223,8
0.2,0.2,0.2638,9,0.2246,8
0.2,0.3,0.2645,10,0.2271,10
0.2,0.4,0.2661,10,0.2285,10
0.2,0.5,0.2671,10,0.2301,10
0.2,0.6,0.2682,10,0.2298,10
0.2,0.7,0.2664,10,0.2287,10
0.2,0.8,0.2602,10,0.2241,10
0.2,0.9,0.2481,10,0.2119,10
0.2,1.0,0.226,10,0.1906,10
0.2,1.1,0.2025,9,0.1733,11
0.2,1.2,0.1822,8,0.1566,9
0.3,0.0,0.2604,8,0.2195,7
0.3,0.1,0.2618,8,0.2224,8
0.3,0.2,0.263,9,0.2258,8
0.3,0.3,0.2638,9,0.2281,10
0.3,0.4,0.2658,10,0.2295,10
0.3,0.5,0.2672,10,0.2314,10
0.3,0.6,0.2684,9,0.2307,10
0.3,0.7,0.2668,10,0.2295,10
0.3,0.8,0.2605,11,0.2247,10
0.3,0.9,0.249,10,0.2122,10
0.3,1.0,0.227,10,0.1905,11
0.3,1.1,0.2033,10,0.1727,11
0.3,1.2,0.1828,8,0.1558,9
0.4,0.0,0.2579,8,0.2181,7
0.4,0.1,0.2595,8,0.2213,8
0.4,0.2,0.2607,9,0.2248,8
0.4,0.3,0.2619,9,0.2274,10
0.4,0.4,0.2638,9,0.2287,10
0.4,0.5,0.2654,9,0.2306,10
0.4,0.6,0.2667,9,0.2296,10
0.4,0.7,0.2651,10,0.2283,10
0.4,0.8,0.2592,10,0.2238,10
0.4,0.9,0.2485,10,0.2116,10
0.4,1.0,0.2271,10,0.1896,10
0.4,1.1,0.2034,10,0.1716,11
0.4,1.2,0.1829,8,0.1546,9
0.5,0.0,0.2549,8,0.2158,7
0.5,0.1,0.2564,8,0.219,8
0.5,0.2,0.2576,9,0.2226,8
0.5,0.3,0.2588,9,0.2255,10
0.5,0.4,0.261,9,0.2267,10
0.5,0.5,0.2626,9,0.2281,10
0.5,0.6,0.2638,9,0.2273,10
0.5,0.7,0.2624,10,0.2258,10
0.5,0.8,0.2572,10,0.2215,10
0.5,0.9,0.2476,10,0.2099,10
0.5,1.0,0.2269,10,0.1881,10
0.5,1.1,0.2032,10,0.17,11
0.5,1.2,0.1827,8,0.1529,9
0.6,0.0,0.2516,8,0.2129,7
0.6,0.1,0.253,8,0.2164,8
0.6,0.2,0.2541,9,0.22,8
0.6,0.3,0.2552,9,0.2228,10
0.6,0.4,0.2573,9,0.2237,10
0.6,0.5,0.2588,9,0.225,10
0.6,0.6,0.2598,9,0.224,10
0.6,0.7,0.2587,10,0.2225,10
0.6,0.8,0.2542,10,0.2185,10
0.6,0.9,0.2456,10,0.2076,10
0.6,1.0,0.2259,10,0.186,10
0.6,1.1,0.2024,10,0.1678,10
0.6,1.2,0.1819,8,0.1507,9
0.7,0.0,0.2478,8,0.2093,7
0.7,0.1,0.249,8,0.2129,8
0.7,0.2,0.2497,9,0.2163,8
0.7,0.3,0.2507,9,0.2188,10
0.7,0.4,0.2526,9,0.2195,10
0.7,0.5,0.2542,9,0.2208,10
0.7,0.6,0.2552,9,0.2198,10
0.7,0.7,0.2543,10,0.2184,10
0.7,0.8,0.2506,10,0.2149,10
0.7,0.9,0.243,10,0.2048,10
0.7,1.0,0.2241,10,0.1836,10
0.7,1.1,0.201,10,0.1655,10
0.7,1.2,0.1808,8,0.1485,9
0.8,0.0,0.2441,8,0.2054,8
0.8,0.1,0.2452,9,0.2088,8
0.8,0.2,0.2458,9,0.212,8
0.8,0.3,0.2466,9,0.2141,10
0.8,0.4,0.2483,9,0.2147,10
0.8,0.5,0.2496,9,0.2158,10
0.8,0.6,0.2504,9,0.215,10
0.8,0.7,0.2496,10,0.2137,10
0.8,0.8,0.2465,10,0.2106,10
0.8,0.9,0.24,10,0.2013,10
0.8,1.0,0.2221,10,0.1807,10
0.8,1.1,0.1994,10,0.1627,10
0.8,1.2,0.1794,9,0.1458,9
0.9,0.0,0.2398,8,0.2012,8
0.9,0.1,0.2406,9,0.2044,8
0.9,0.2,0.2411,9,0.2074,8
0.9,0.3,0.2418,9,0.2094,9
0.9,0.4,0.2432,9,0.21,10
0.9,0.5,0.2442,9,0.2108,10
0.9,0.6,0.2449,10,0.2101,10
0.9,0.7,0.2444,10,0.209,10
0.9,0.8,0.2417,10,0.2063,10
0.9,0.9,0.236,10,0.1977,10
0.9,1.0,0.2193,10,0.1777,10
0.9,1.1,0.197,10,0.16,10
0.9,1.2,0.1774,9,0.1432,9
1.0,0.0,0.2349,8,0.1964,8
1.0,0.1,0.2356,9,0.1999,8
1.0,0.2,0.2361,9,0.2029,8
1.0,0.3,0.2367,9,0.2048,9
1.0,0.4,0.2379,9,0.2049,9
1.0,0.5,0.2387,9,0.2056,10
1.0,0.6,0.2392,10,0.2048,10
1.0,0.7,0.2387,10,0.2038,10
1.0,0.8,0.2364,10,0.2015,10
1.0,0.9,0.2316,10,0.1937,10
1.0,1.0,0.2161,10,0.1744,10
1.0,1.1,0.1944,10,0.157,10
1.0,1.2,0.175,9,0.1403,9
1.1,0.0,0.2287,8,0.1916,8
1.1,0.1,0.2292,9,0.1952,8
1.1,0.2,0.2297,9,0.198,8
1.1,0.3,0.2302,9,0.1995,9
1.1,0.4,0.2313,9,0.1994,9
1.1,0.5,0.2319,9,0.1998,10
1.1,0.6,0.2325,10,0.1991,10
1.1,0.7,0.232,10,0.1982,10
1.1,0.8,0.2299,10,0.1963,10
1.1,0.9,0.2259,10,0.1892,10
1.1,1.0,0.2117,10,0.1707,10
1.1,1.1,0.1907,10,0.1537,10
1.1,1.2,0.1717,9,0.1373,9
1.2,0.0,0.2209,8,0.1857,8
1.2,0.1,0.2216,9,0.1892,8
1.2,0.2,0.2221,9,0.1921,9
1.2,0.3,0.2226,9,0.1934,9
1.2,0.4,0.2234,9,0.1932,9
1.2,0.5,0.2239,9,0.1935,9
1.2,0.6,0.2244,10,0.1928,10
1.2,0.7,0.2239,10,0.192,10
1.2,0.8,0.2221,10,0.1906,10
1.2,0.9,0.219,10,0.1844,10
1.2,1.0,0.2061,10,0.1668,10
1.2,1.1,0.186,10,0.1503,10
1.2,1.2,0.1675,9,0.1343,9
