,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2101,0.9311145510835913,0.6874285714285714,0.7909270216962525,10500.0,49000,49000,10500
2204,0.49165596919127086,0.766,0.5989053948397185,10500.0,49000,49000,10500
2205,0.7362295303830018,0.518095238095238,0.6081949801554027,10500.0,49000,49000,10500
accuracy,0.6571746031746032,0.6571746031746032,0.6571746031746032,0.6571746031746032,,,
macro avg,0.7196666835526213,0.6571746031746031,0.6660091322304579,31500.0,,,
weighted avg,0.7196666835526213,0.6571746031746032,0.6660091322304579,31500.0,,,
