,2403,2404,2407,2413,2416,2419,2420
2403,7683,903,162,715,419,459,159
2404,304,333,14,58,6,41,11
2407,185,166,2029,27,42,10,5
2413,987,103,75,764,40,93,20
2416,2724,167,133,342,532,97,51
2419,1229,268,42,112,44,498,28
2420,3,1,0,0,0,0,35
