SUBCLASS_LABEL,count,F0_mean,F0_median,F1_mean,F1_median,F2_mean,F2_median,F3_mean,F3_median,F4_mean,F4_median,F5_mean,F5_median,F6_mean,F6_median,F7_mean,F7_median,F8_mean,F8_median,F9_mean,F9_median,F10_mean,F10_median,F11_mean,F11_median,F12_mean,F12_median,F13_mean,F13_median,F14_mean,F14_median,F15_mean,F15_median,F16_mean,F16_median,F17_mean,F17_median,F18_mean,F18_median,F19_mean,F19_median,F20_mean,F20_median,F21_mean,F21_median,F22_mean,F22_median,F23_mean,F23_median,F24_mean,F24_median,F25_mean,F25_median,F26_mean,F26_median,F27_mean,F27_median,F28_mean,F28_median,F29_mean,F29_median,F30_mean,F30_median,F31_mean,F31_median,F32_mean,F32_median,F33_mean,F33_median,F34_mean,F34_median,F35_mean,F35_median,F36_mean,F36_median,F37_mean,F37_median,F38_mean,F38_median,F39_mean,F39_median,F40_mean,F40_median,F41_mean,F41_median,F42_mean,F42_median,F43_mean,F43_median,F44_mean,F44_median,F45_mean,F45_median,F46_mean,F46_median,F47_mean,F47_median,F48_mean,F48_median,F49_mean,F49_median,F50_mean,F50_median,F51_mean,F51_median,F52_mean,F52_median,F53_mean,F53_median,F54_mean,F54_median,F55_mean,F55_median,F56_mean,F56_median,F57_mean,F57_median,F58_mean,F58_median,F59_mean,F59_median,F60_mean,F60_median,F61_mean,F61_median,F62_mean,F62_median,F63_mean,F63_median,F64_mean,F64_median,F65_mean,F65_median,F66_mean,F66_median,F67_mean,F67_median,F68_mean,F68_median,F69_mean,F69_median,F70_mean,F70_median,F71_mean,F71_median,F72_mean,F72_median,F73_mean,F73_median,F74_mean,F74_median,F75_mean,F75_median,F76_mean,F76_median,F77_mean,F77_median,F78_mean,F78_median,F79_mean,F79_median,F80_mean,F80_median,F81_mean,F81_median,F82_mean,F82_median,F83_mean,F83_median,F84_mean,F84_median,F85_mean,F85_median,F86_mean,F86_median,F87_mean,F87_median,F88_mean,F88_median,F89_mean,F89_median,F90_mean,F90_median,F91_mean,F91_median,F92_mean,F92_median,F93_mean,F93_median,F94_mean,F94_median,F95_mean,F95_median,F96_mean,F96_median,F97_mean,F97_median,F98_mean,F98_median,F99_mean,F99_median,F100_mean,F100_median,F101_mean,F101_median,F102_mean,F102_median,F103_mean,F103_median,F104_mean,F104_median,F105_mean,F105_median,F106_mean,F106_median,F107_mean,F107_median,F108_mean,F108_median
1,457531,,,,,,,,,,,4.230579853057861,4.078153610229492,,,3.9406330585479736,3.8212263584136963,,,,,,,,,4.0816121101379395,3.9403576850891113,,,3.8050670623779297,3.68511700630188,,,,,,,,,,,,,-0.6019699573516846,-0.6055620908737183,,,-0.5797372460365295,-0.5848739743232727,,,,,,,,,-0.5907479524612427,-0.59449303150177,,,-0.5682805180549622,-0.572426438331604,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,-7.896172523498535,-7.821025371551514,,,-8.728022575378418,-8.61998462677002,,,,,,,,,-7.875852108001709,-7.805404186248779,,,-8.876899719238281,-8.784314155578613,,,,,,,,,,,-6.127699851989746,-6.099495887756348,,,-5.825170993804932,-5.8196210861206055,,,,,,,,,-5.973727226257324,-5.949568271636963,,,-5.674106121063232,-5.658782482147217,,,,,,,,,,,-14.023844718933105,-13.941301345825195,,,-14.55320930480957,-14.450675010681152,,,,,,,,,-13.849215507507324,-13.772906303405762,,,-14.551125526428223,-14.44912052154541,,,,,,,,,,,-6.127699851989746,-6.099495887756348,,,-5.825170993804932,-5.8196210861206055,,,,,,,,,-5.973727226257324,-5.949568271636963,,,-5.674106121063232,-5.658782482147217,,
2,10051259,,,,,,,,,,,4.601480960845947,4.511976718902588,,,4.210907936096191,4.062046527862549,,,,,,,,,4.514468193054199,4.4218878746032715,,,4.102236270904541,3.945244073867798,,,,,,,,,,,,,-0.5956732034683228,-0.6366401314735413,,,-0.5705859065055847,-0.6046341061592102,,,,,,,,,-0.5902253985404968,-0.6305226683616638,,,-0.5631600618362427,-0.5949381589889526,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,-7.99643087387085,-7.861124038696289,,,-8.356460571289062,-8.519887924194336,,,,,,,,,-7.72822904586792,-7.582396507263184,,,-8.393058776855469,-8.61314582824707,,,,,,,,,,,-6.6755805015563965,-6.5391035079956055,,,-6.103270530700684,-6.0851335525512695,,,,,,,,,-6.5627522468566895,-6.450736045837402,,,-5.947743892669678,-5.955419540405273,,,,,,,,,,,-15.357096672058105,-14.425443649291992,,,-15.455805778503418,-14.628446578979492,,,,,,,,,-14.9138765335083,-14.05591869354248,,,-15.408698081970215,-14.588083267211914,,,,,,,,,,,-6.6755805015563965,-6.5391035079956055,,,-6.103270530700684,-6.0851335525512695,,,,,,,,,-6.5627522468566895,-6.450736045837402,,,-5.947743892669678,-5.955419540405273,,
3,1368619,,,,,,,,,,,4.26438045501709,3.9509339332580566,,,3.9494142532348633,3.6403019428253174,,,,,,,,,4.089524745941162,3.7770702838897705,,,3.834972381591797,3.528531312942505,,,,,,,,,,,,,-0.5954713225364685,-0.5954381823539734,,,-0.5691469311714172,-0.5686740279197693,,,,,,,,,-0.5814321041107178,-0.5806691646575928,,,-0.5591374635696411,-0.5576257109642029,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,-8.54147720336914,-8.575177192687988,,,-8.938430786132812,-9.00734806060791,,,,,,,,,-8.299141883850098,-8.20281982421875,,,-8.948185920715332,-8.999085426330566,,,,,,,,,,,-6.074474334716797,-5.96196174621582,,,-5.729099750518799,-5.608705520629883,,,,,,,,,-5.8863725662231445,-5.7659831047058105,,,-5.600219249725342,-5.470067501068115,,,,,,,,,,,-14.61595630645752,-14.587026596069336,,,-14.666476249694824,-14.676177978515625,,,,,,,,,-14.185816764831543,-14.01830768585205,,,-14.547741889953613,-14.512725830078125,,,,,,,,,,,-6.074474334716797,-5.96196174621582,,,-5.729099750518799,-5.608705520629883,,,,,,,,,-5.8863725662231445,-5.7659831047058105,,,-5.600219249725342,-5.470067501068115,,
