,precision,recall,f1-score,support
1,0.7346615349784922,0.7571666666666667,0.7457443490536614,30000.0
2,0.7331270807411642,0.7267,0.7298993923364079,30000.0
3,0.8528148854961832,0.8341666666666666,0.8433877055810192,30000.0
accuracy,0.7726777777777778,0.7726777777777778,0.7726777777777778,0.7726777777777778
macro avg,0.7735345004052799,0.7726777777777777,0.7730104823236962,90000.0
weighted avg,0.7735345004052798,0.7726777777777778,0.7730104823236962,90000.0
