,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2302,0.8591677266945302,0.900485668031616,0.879341609708467,10501.0,48999,48999,10501
2303,0.913107666350311,0.8246666666666667,0.8666366411449732,10500.0,49000,49000,10500
2405,0.1362126245847176,0.9111111111111111,0.23699421965317918,90.0,421,20000,90
accuracy,0.8627850742022664,0.8627850742022664,0.8627850742022664,0.8627850742022664,,,
macro avg,0.6361626725431863,0.8787544819364647,0.6609908235022065,21091.0,,,
weighted avg,0.882936320274532,0.8627850742022664,0.870275494539833,21091.0,,,
