,precision,recall,f1-score,support
1,0.810080632207909,0.8405666666666667,0.8250421240327831,30000.0
2,0.8929660112787685,0.7811666666666667,0.8333333333333334,30000.0
3,0.8049468231832532,0.8754333333333333,0.8387117377488943,30000.0
accuracy,0.8323888888888888,0.8323888888888888,0.8323888888888888,0.8323888888888888
macro avg,0.8359978222233102,0.832388888888889,0.8323623983716703,90000.0
weighted avg,0.8359978222233103,0.8323888888888888,0.8323623983716703,90000.0
