,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2101,0.921018154594797,0.9373333333333334,0.9291041253658076,10500.0,49000,49000,10500
2204,0.6965224610275805,0.7191428571428572,0.7076519375849304,10500.0,49000,49000,10500
2205,0.7370901433871453,0.7000952380952381,0.7181165437405364,10500.0,49000,49000,10500
accuracy,0.7855238095238095,0.7855238095238095,0.7855238095238095,0.7855238095238095,,,
macro avg,0.784876919669841,0.7855238095238096,0.7849575355637581,31500.0,,,
weighted avg,0.784876919669841,0.7855238095238095,0.7849575355637581,31500.0,,,
