,2403,2404,2407,2413,2416,2419,2420
2403,7384,630,499,531,532,524,400
2404,213,211,25,16,10,20,14
2407,283,82,2204,95,89,24,36
2413,789,55,132,744,77,118,88
2416,2132,134,468,333,1079,198,226
2419,708,108,84,157,63,365,92
2420,21,3,1,1,0,3,136
