,Durian,Rambutan,Mango,Longan,Jackfruit,Mangosteen,Langsat
Durian,0.9923,0.0,0.0001,0.0014,0.0053,0.0009,0.0
Rambutan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mango,0.5755,0.0,0.3885,0.0,0.0288,0.0072,0.0
Longan,0.9122,0.0,0.0,0.0763,0.0038,0.0076,0.0
Jackfruit,0.8564,0.0,0.0017,0.0017,0.1333,0.0068,0.0
Mangosteen,0.95,0.0,0.0,0.0036,0.0143,0.0321,0.0
Langsat,0.9286,0.0,0.0,0.0,0.0714,0.0,0.0
