,Durian,Rambutan,Mango,Longan,Jackfruit,Mangosteen,Langsat
Durian,26757,0,4,38,142,23,0
Rambutan,52,0,0,0,0,0,0
Mango,80,0,54,0,4,1,0
Longan,239,0,0,20,1,2,0
Jackfruit,501,0,1,1,78,4,0
Mangosteen,266,0,0,1,4,9,0
Langsat,13,0,0,0,1,0,0
