,Durian,Rambutan,Mango,Longan,Jackfruit,Mangosteen,Langsat
Durian,0.9588,0.0,0.0678,0.6333,0.6174,0.5897,0.0
Rambutan,0.0019,0.0,0.0,0.0,0.0,0.0,0.0
Mango,0.0029,0.0,0.9153,0.0,0.0174,0.0256,0.0
Longan,0.0086,0.0,0.0,0.3333,0.0043,0.0513,0.0
Jackfruit,0.018,0.0,0.0169,0.0167,0.3391,0.1026,0.0
Mangosteen,0.0095,0.0,0.0,0.0167,0.0174,0.2308,0.0
Langsat,0.0005,0.0,0.0,0.0,0.0043,0.0,0.0
