,2403,2404,2407,2413,2416,2419,2420
2403,7648,602,317,507,650,674,102
2404,113,347,3,14,11,13,2
2407,159,47,2510,48,97,29,4
2413,483,57,49,1240,96,89,6
2416,1533,124,229,293,2293,225,20
2419,594,84,35,89,73,784,17
2420,10,0,1,1,1,2,135
