,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2302,0.9027548209366392,0.9361965527092658,0.9191716142302838,10501.0,48999,48999,10501
2303,0.9339211412720428,0.8978095238095238,0.915509371661649,10500.0,49000,49000,10500
2405,0.7157894736842105,0.8717948717948718,0.7861271676300579,78.0,365,20000,78
accuracy,0.9168366620807439,0.9168366620807439,0.9168366620807439,0.9168366620807439,,,
macro avg,0.8508218119642975,0.9019336494378871,0.8736027178406637,21079.0,,,
weighted avg,0.9175877383632746,0.9168366620807439,0.9168550425805148,21079.0,,,
