,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
econ,0.7099010454520043,0.8465333333333334,0.7722200261501505,150000.0,700000,700000,150000
water,0.9019062804249975,0.8522533333333333,0.8763770728931727,75000.0,350000,350000,75000
others,0.7356759048153707,0.5351,0.6195587674821379,120000.0,560000,560000,120000
forest,0.8079325549114069,0.8795333333333333,0.8422138996467634,90000.0,420000,420000,90000
accuracy,0.7684344827586207,0.7684344827586207,0.7684344827586207,0.7684344827586207,,,
macro avg,0.7888539464009447,0.778355,0.7775924415430562,435000.0,,,
weighted avg,0.770398083608153,0.7684344827586207,0.7625461780587949,435000.0,,,
