mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__C,param_nyst__gamma,param_nyst__n_components,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
337.0020175774892,9.18446555887383,1.6375447114308674,0.3445827905234619,1,0.00833333,800,"{'clf__estimator__C': 1, 'nyst__gamma': 0.00833333, 'nyst__n_components': 800}",0.21433751823929484,0.2722425139198051,0.29800651490307495,0.261528849020725,0.03498773320616096,24
387.3486221631368,88.02544678413336,2.0889834562937417,0.5635384129497228,1,0.00833333,1200,"{'clf__estimator__C': 1, 'nyst__gamma': 0.00833333, 'nyst__n_components': 1200}",0.21540091750417573,0.27320617504730565,0.29837915330918774,0.26232874862022304,0.03473793036039512,23
406.22149721781415,24.86537201247121,1.8521801630655925,0.020871382896857627,1,0.01666667,800,"{'clf__estimator__C': 1, 'nyst__gamma': 0.01666667, 'nyst__n_components': 800}",0.23162251421877492,0.2819501518553225,0.3020166089406286,0.27186309167157535,0.029610175393944452,22
470.2212438583374,88.02408970900261,2.0865413347880044,0.541900673952408,1,0.01666667,1200,"{'clf__estimator__C': 1, 'nyst__gamma': 0.01666667, 'nyst__n_components': 1200}",0.23340066728983325,0.2838563434507007,0.3022008630534807,0.2731526245980049,0.029089447482288377,21
391.66419259707135,7.786261953443105,1.7834146817525227,0.02378546175298,1,0.03333333,800,"{'clf__estimator__C': 1, 'nyst__gamma': 0.03333333, 'nyst__n_components': 800}",0.23881037946744746,0.2905524237932056,0.3049677881668341,0.27811019714249574,0.028405485790308733,18
564.0713382562002,5.080524369545356,2.5060277779897056,0.5635443333376514,1,0.03333333,1200,"{'clf__estimator__C': 1, 'nyst__gamma': 0.03333333, 'nyst__n_components': 1200}",0.24247067173350437,0.2936464906602459,0.3021906089261093,0.2794359237732866,0.026370095221781433,16
311.31999198595685,48.171642019475954,1.8643443584442139,0.004068178927630634,1,0.06666667,800,"{'clf__estimator__C': 1, 'nyst__gamma': 0.06666667, 'nyst__n_components': 800}",0.24278155922587272,0.2887361621542154,0.31069008923580643,0.28073593687196485,0.028294814783543967,8
463.35454869270325,53.00482049992548,2.7144572734832764,0.6812233889573447,1,0.06666667,1200,"{'clf__estimator__C': 1, 'nyst__gamma': 0.06666667, 'nyst__n_components': 1200}",0.2439951837605682,0.29403323941952314,0.3049424845164495,0.2809903025655136,0.02653591300722127,5
593.2862583796183,32.94617028858537,1.842688004175822,0.056742522988490016,10,0.00833333,800,"{'clf__estimator__C': 10, 'nyst__gamma': 0.00833333, 'nyst__n_components': 800}",0.2374999429365545,0.2843694757773541,0.30473928219892077,0.27553623363760976,0.028151989996379932,20
1089.2021969159443,51.748923699348474,2.9161675771077475,0.05602231309481551,10,0.00833333,1200,"{'clf__estimator__C': 10, 'nyst__gamma': 0.00833333, 'nyst__n_components': 1200}",0.23906523098316246,0.28548451051667934,0.3039572532364102,0.27616899824541735,0.027298690013576658,19
697.1670428911845,29.633503839660012,1.6016054153442383,0.3397406767795951,10,0.01666667,800,"{'clf__estimator__C': 10, 'nyst__gamma': 0.01666667, 'nyst__n_components': 800}",0.24585726306116146,0.28797517409931495,0.307395638124325,0.28040935842826714,0.025686235956634468,9
1174.7962371508281,18.700203475401278,2.9153952598571777,0.03143178551462299,10,0.01666667,1200,"{'clf__estimator__C': 10, 'nyst__gamma': 0.01666667, 'nyst__n_components': 1200}",0.24664080332047764,0.2908138207875262,0.30593813809196396,0.2811309207333226,0.025157668053633304,3
621.257401227951,25.775932017962596,1.854805548985799,0.05068920165879448,10,0.03333333,800,"{'clf__estimator__C': 10, 'nyst__gamma': 0.03333333, 'nyst__n_components': 800}",0.2454351073180743,0.28846983889090083,0.3058150246368752,0.27990665694861677,0.025382798211765426,12
1119.1372038523357,87.16076823420804,2.914889097213745,0.06677758259157324,10,0.03333333,1200,"{'clf__estimator__C': 10, 'nyst__gamma': 0.03333333, 'nyst__n_components': 1200}",0.2466623702226857,0.2912692579944097,0.30500529436210755,0.28097897419306767,0.024905041722761083,6
