mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__C,param_nyst__gamma,param_nyst__n_components,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
446.55937163035077,29.765626472281035,1.262621243794759,0.06877013823915114,10,0.01666667,600,"{'clf__estimator__C': 10, 'nyst__gamma': 0.01666667, 'nyst__n_components': 600}",0.6664955293388045,0.6916955918167972,0.6767609346660904,0.6783173519405641,0.010346581183266718,13
1148.9736993312836,43.56497800181563,2.7948726812998452,0.04957039015158519,10,0.01666667,1200,"{'clf__estimator__C': 10, 'nyst__gamma': 0.01666667, 'nyst__n_components': 1200}",0.6766571736184819,0.6966313402066071,0.6825907696908006,0.6852930945052965,0.008375311030038426,4
390.57356389363605,16.151855381757517,1.2749629020690918,0.07505357718067997,10,0.03333333,600,"{'clf__estimator__C': 10, 'nyst__gamma': 0.03333333, 'nyst__n_components': 600}",0.6681256780061227,0.6926854734200572,0.6756763000714653,0.6788291504992151,0.010271359438049108,12
1019.0367354551951,18.591767014319547,2.7054863770802817,0.06534905858099699,10,0.03333333,1200,"{'clf__estimator__C': 10, 'nyst__gamma': 0.03333333, 'nyst__n_components': 1200}",0.6804667552153791,0.6973110481758954,0.6834587453704708,0.6870788495872485,0.007337638913627593,3
304.22366070747375,6.878332245908878,1.2859286467234294,0.040418157035218394,10,0.06666667,600,"{'clf__estimator__C': 10, 'nyst__gamma': 0.06666667, 'nyst__n_components': 600}",0.6605825989742642,0.6882910136350009,0.6710876876874667,0.6733204334322439,0.011421556400755187,18
809.5058856010437,5.027791735198287,2.763918161392212,0.08157105473581423,10,0.06666667,1200,"{'clf__estimator__C': 10, 'nyst__gamma': 0.06666667, 'nyst__n_components': 1200}",0.6780181557885727,0.6955446592122363,0.6801557655653363,0.6845728601887151,0.007807160143049636,5
644.1144516468048,20.560616264221014,1.2114237944285076,0.08031621439338629,30,0.00833333,600,"{'clf__estimator__C': 30, 'nyst__gamma': 0.00833333, 'nyst__n_components': 600}",0.6575244763212775,0.6897956345796455,0.6739610844874782,0.6737603984628003,0.013175409417915234,17
1419.6278377374013,25.6245800155253,2.7174840768178306,0.04508478537686311,30,0.00833333,1200,"{'clf__estimator__C': 30, 'nyst__gamma': 0.00833333, 'nyst__n_components': 1200}",0.6672566165421819,0.694732223945696,0.6799851173188458,0.6806579859355746,0.011226956093246978,9
573.8789536158243,36.13257992718335,1.2505308787027996,0.03825505895186273,30,0.01666667,600,"{'clf__estimator__C': 30, 'nyst__gamma': 0.01666667, 'nyst__n_components': 600}",0.6678943642252619,0.6918623743453862,0.677599199045429,0.6791186458720256,0.00984370920177742,10
1668.5634926954906,68.29216270223696,2.7608826955159507,0.05868226565963455,30,0.01666667,1200,"{'clf__estimator__C': 30, 'nyst__gamma': 0.01666667, 'nyst__n_components': 1200}",0.6796043111180303,0.6974190826912038,0.6843400990387138,0.6871211642826492,0.007534023469981879,1
416.6978807449341,32.78432640160548,1.2654202779134114,0.048188887368267354,30,0.03333333,600,"{'clf__estimator__C': 30, 'nyst__gamma': 0.03333333, 'nyst__n_components': 600}",0.6682908986146958,0.6924838532324946,0.6758573832227154,0.6788773783566353,0.010104950642841457,11
1344.5634717941284,43.14444223008958,2.7031306425730386,0.04387999564177732,30,0.03333333,1200,"{'clf__estimator__C': 30, 'nyst__gamma': 0.03333333, 'nyst__n_components': 1200}",0.6804382835124112,0.6971615522607956,0.6836513275561602,0.687083721109789,0.007245822867368328,2
