lu_code,precision,recall,f1,support
2101,0.7065,0.2434,0.3621,49838
2204,0.4674,0.1809,0.2609,178464
2205,0.4547,0.4228,0.4382,139979
2302,0.9317,0.8079,0.8654,3235887
2303,0.8448,0.3288,0.4734,89353
2403,0.4458,0.2867,0.3489,73052
2404,0.0,0.0,0.0,1625
2405,0.0,0.0,0.0,2947
2407,0.3608,0.0105,0.0204,13346
2413,0.0,0.0,0.0,1709
2416,0.1574,0.0017,0.0033,10054
2419,0.0,0.0,0.0,4122
2420,0.0,0.0,0.0,191
