,Durian,Rambutan,Mango,Longan,Jackfruit,Mangosteen,Langsat
Durian,0.9954,0.0,0.0,0.0003,0.0043,0.0001,0.0
Rambutan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mango,0.9091,0.0,0.0227,0.0227,0.0455,0.0,0.0
Longan,0.9939,0.0,0.0,0.0061,0.0,0.0,0.0
Jackfruit,0.949,0.0,0.0,0.0026,0.0485,0.0,0.0
Mangosteen,0.9947,0.0,0.0,0.0053,0.0,0.0,0.0
Langsat,1.0,0.0,0.0,0.0,0.0,0.0,0.0
