,Durian,Rambutan,Mango,Longan,Jackfruit,Mangosteen,Langsat
Durian,0.9535,0.0,0.0714,0.48,0.8,0.75,0.0
Rambutan,0.0014,0.0,0.0,0.0,0.0,0.0,0.0
Mango,0.0045,0.0,0.9286,0.08,0.0071,0.0,0.0
Longan,0.0098,0.0,0.0,0.32,0.0,0.25,0.0
Jackfruit,0.0206,0.0,0.0,0.04,0.1929,0.0,0.0
Mangosteen,0.0097,0.0,0.0,0.08,0.0,0.0,0.0
Langsat,0.0004,0.0,0.0,0.0,0.0,0.0,0.0
