,Durian,Rambutan,Mango,Longan,Jackfruit,Mangosteen,Langsat
Durian,30822,0,8,28,140,3,0
Rambutan,54,0,0,0,0,0,0
Mango,166,0,30,2,2,0,0
Longan,290,0,0,10,0,2,0
Jackfruit,659,0,0,3,32,0,0
Mangosteen,311,0,0,2,0,0,0
Langsat,13,0,0,0,0,0,0
