,Durian,Rambutan,Mango,Longan,Jackfruit,Mangosteen,Langsat
Durian,0.9523,0.0,0.0,0.5,0.7667,1.0,0.0
Rambutan,0.0017,0.0,0.0,0.0,0.0,0.0,0.0
Mango,0.0024,0.0,1.0,0.125,0.0222,0.0,0.0
Longan,0.0097,0.0,0.0,0.125,0.0,0.0,0.0
Jackfruit,0.0223,0.0,0.0,0.125,0.2111,0.0,0.0
Mangosteen,0.0113,0.0,0.0,0.125,0.0,0.0,0.0
Langsat,0.0003,0.0,0.0,0.0,0.0,0.0,0.0
