,Durian,Rambutan,Mango,Longan,Jackfruit,Mangosteen,Langsat
Durian,25920,0,1,12,112,3,0
Rambutan,39,0,0,0,0,0,0
Mango,123,0,13,2,1,0,0
Longan,267,0,0,8,0,1,0
Jackfruit,560,0,0,1,27,0,0
Mangosteen,265,0,0,2,0,0,0
Langsat,10,0,0,0,0,0,0
