,Durian,Rambutan,Mango,Longan,Jackfruit,Mangosteen,Langsat
Durian,0.9951,0.0,0.0,0.0005,0.0043,0.0001,0.0
Rambutan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mango,0.8849,0.0,0.0935,0.0144,0.0072,0.0,0.0
Longan,0.9674,0.0,0.0,0.029,0.0,0.0036,0.0
Jackfruit,0.9524,0.0,0.0,0.0017,0.0459,0.0,0.0
Mangosteen,0.9925,0.0,0.0,0.0075,0.0,0.0,0.0
Langsat,1.0,0.0,0.0,0.0,0.0,0.0,0.0
