,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2302,0.8297304510274887,0.8882011237025045,0.8579707478612824,10501.0,48999,48999,10501
2303,0.9084460934089917,0.7928571428571428,0.8467249796582588,10500.0,49000,49000,10500
2405,0.1499330655957162,0.7417218543046358,0.24944320712694878,151.0,705,20000,151
accuracy,0.8398260211800302,0.8398260211800302,0.8398260211800302,0.8398260211800302,,,
macro avg,0.6293698700107323,0.8075933736214278,0.6513796448821633,21152.0,,,
weighted avg,0.8639525028337284,0.8398260211800302,0.8480441109105149,21152.0,,,
