,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
econ,0.584237087941587,0.7254666666666667,0.6472372568845536,15000.0,70000,70000,15000
water,0.7535722651674865,0.7148888888888889,0.7337210628349868,4500.0,21000,21000,4500
others,0.6511029775447621,0.4388,0.5242741646421601,15000.0,70000,70000,15000
forest,0.5977854855923159,0.7468333333333333,0.6640486069946651,6000.0,28000,28000,6000
accuracy,0.6212839506172839,0.6212839506172839,0.6212839506172839,0.6212839506172839,,,
macro avg,0.6466744540615379,0.6564972222222223,0.6423202728390913,40500.0,,,
weighted avg,0.6298244219531561,0.6212839506172839,0.6137952530278058,40500.0,,,
