,precision,recall,f1-score,support
1,0.6617707902358295,0.7108888888888889,0.6854510392114849,4500.0
2,0.8115617297781761,0.8048888888888889,0.8082115363159657,4500.0
3,0.7376794722545595,0.8448888888888889,0.7876527864097783,4500.0
4,0.6918238993710691,0.3464566929133858,0.4616998950682057,1905.0
accuracy,0.7324245374878287,0.7324245374878287,0.7324245374878287,0.7324245374878287
macro avg,0.7257089729099085,0.676780839895013,0.6857538142513586,15405.0
weighted avg,0.7314169745868504,0.7324245374878287,0.7234961005402442,15405.0
