,2403,2404,2407,2413,2416,2419,2420
2403,7917,563,430,515,313,473,290
2404,108,136,8,5,0,19,2
2407,963,89,2418,96,71,35,29
2413,497,37,69,509,17,20,11
2416,2038,87,277,185,644,98,33
2419,527,73,19,51,19,256,29
2420,8,5,0,3,0,0,65
