,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2302,0.8380350627391653,0.8968571428571429,0.8664489119933754,10500.0,49000,49000,10500
2303,0.9168116572422792,0.802952380952381,0.8561129163281884,10500.0,49000,49000,10500
2405,0.1507607192254495,0.6987179487179487,0.24800910125142206,156.0,726,20000,156
accuracy,0.848789941387786,0.848789941387786,0.848789941387786,0.848789941387786,,,
macro avg,0.6352024797356313,0.7995091575091576,0.6568569765243286,21156.0,,,
weighted avg,0.8720650988846823,0.848789941387786,0.8567587737366062,21156.0,,,
