,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2302,0.8322032365970528,0.8766666666666667,0.8538565001623302,10500.0,49000,49000,10500
2303,0.8805659592176446,0.8060952380952381,0.841686555290374,10500.0,49000,49000,10500
2405,0.15456674473067916,0.66,0.2504743833017078,100.0,464,20000,100
accuracy,0.840521327014218,0.840521327014218,0.840521327014218,0.840521327014218,,,
macro avg,0.6224453135151254,0.7809206349206349,0.6486724795848039,21100.0,,,
weighted avg,0.8530584469444261,0.840521327014218,0.8449407355726808,21100.0,,,
