,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
1,0.6392731217792244,0.6547222222222222,0.6469054480581858,3600.0,16800,16800,3600
2,0.8152016246011025,0.7805555555555556,0.7975024833262381,3600.0,16800,16800,3600
3,0.7336075489958868,0.8422222222222222,0.7841717315401526,3600.0,16800,16800,3600
4,0.678347280334728,0.5451870533837747,0.604521090654859,2379.0,11102,11102,2379
accuracy,0.7205402534334927,0.7205402534334927,0.7205402534334927,0.7205402534334927,,,
macro avg,0.7166073939277353,0.7056717633459436,0.7082751883948588,13179.0,,,
weighted avg,0.7201520937302289,0.7205402534334927,0.7178877351237867,13179.0,,,
