,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2101,0.8588845418979165,0.8990476190476191,0.8785072821180959,10500.0,49000,49000,10500
2204,0.6701680672268907,0.6987619047619048,0.6841663558373741,10500.0,49000,49000,10500
2205,0.7227277481434996,0.6580952380952381,0.688898858481631,10500.0,49000,49000,10500
accuracy,0.751968253968254,0.751968253968254,0.751968253968254,0.751968253968254,,,
macro avg,0.7505934524227689,0.7519682539682541,0.7505241654790337,31500.0,,,
weighted avg,0.7505934524227689,0.751968253968254,0.7505241654790337,31500.0,,,
