,precision,recall,f1-score,support
1,0.740354400855227,0.7618,0.7509241157239317,30000.0
2,0.8483636101499423,0.7845666666666666,0.8152188972014408,30000.0
3,0.7475442043222004,0.8370720975967467,0.7897790706816573,30001.0
4,0.43478260869565216,0.008880994671403197,0.017406440382941687,2252.0
accuracy,0.7753027001831919,0.7753027001831919,0.7753027001831919,0.7753027001831919
macro avg,0.6927612060057555,0.5980799397337041,0.5933321309974928,92253.0
weighted avg,0.7703570012770101,0.7753027001831919,0.766562080268652,92253.0
