lu_code,precision,recall,f1,support
2101,0.5714,0.3048,0.3976,49838
2204,0.3725,0.2852,0.3231,178464
2205,0.397,0.4693,0.4301,139979
2302,0.8879,0.8658,0.8767,3235887
2303,0.8278,0.3566,0.4985,89353
2403,0.3607,0.4004,0.3795,73052
2404,0.0,0.0,0.0,1625
2405,0.0,0.0,0.0,2947
2407,0.3008,0.0085,0.0166,13346
2413,0.0,0.0,0.0,1709
2416,0.0,0.0,0.0,10054
2419,0.0125,0.0002,0.0005,4122
2420,0.0,0.0,0.0,191
