lu_code,precision,recall,f1,support
2101,0.7056,0.2159,0.3307,49838
2204,0.416,0.1571,0.2281,178464
2205,0.4449,0.3622,0.3993,139979
2302,0.9427,0.7811,0.8543,3235887
2303,0.9342,0.2183,0.3539,89353
2403,0.4094,0.3308,0.3659,73052
2404,0.0,0.0,0.0,1625
2405,0.0,0.0,0.0,2947
2407,0.1447,0.0008,0.0016,13346
2413,0.0,0.0,0.0,1709
2416,0.0,0.0,0.0,10054
2419,0.0588,0.0002,0.0005,4122
2420,0.0,0.0,0.0,191
