alpha2,alpha3,cal_macro_f1,cal_alive,tune_macro_f1,tune_alive
0.0,0.0,0.2611,8,0.2148,7
0.0,0.1,0.2616,9,0.2168,7
0.0,0.2,0.2621,10,0.2185,8
0.0,0.3,0.262,10,0.221,9
0.0,0.4,0.2627,10,0.2223,10
0.0,0.5,0.263,10,0.223,10
0.0,0.6,0.2626,10,0.223,10
0.0,0.7,0.2599,10,0.2219,10
0.0,0.8,0.2539,11,0.2177,10
0.0,0.9,0.2424,10,0.2072,10
0.0,1.0,0.2228,11,0.1902,10
0.0,1.1,0.2023,9,0.1754,9
0.0,1.2,0.1826,8,0.1592,8
0.1,0.0,0.2654,9,0.2196,7
0.1,0.1,0.2661,9,0.2219,8
0.1,0.2,0.2669,10,0.2237,8
0.1,0.3,0.267,10,0.2266,9
0.1,0.4,0.268,10,0.2276,10
0.1,0.5,0.2686,10,0.2288,10
0.1,0.6,0.2686,10,0.2283,10
0.1,0.7,0.2657,11,0.227,10
0.1,0.8,0.2593,11,0.2225,10
0.1,0.9,0.2472,10,0.211,10
0.1,1.0,0.2266,11,0.1923,10
0.1,1.1,0.2051,9,0.1765,10
0.1,1.2,0.1853,8,0.1601,9
0.2,0.0,0.268,9,0.2226,7
0.2,0.1,0.269,9,0.2252,8
0.2,0.2,0.2698,10,0.2274,8
0.2,0.3,0.2701,10,0.2302,10
0.2,0.4,0.2715,10,0.2313,10
0.2,0.5,0.2725,10,0.2323,10
0.2,0.6,0.2727,10,0.2321,10
0.2,0.7,0.2699,11,0.2306,10
0.2,0.8,0.2629,11,0.226,10
0.2,0.9,0.2507,10,0.2139,10
0.2,1.0,0.2295,10,0.1937,10
0.2,1.1,0.2075,10,0.1771,10
0.2,1.2,0.1875,8,0.1606,9
0.3,0.0,0.2688,9,0.2243,7
0.3,0.1,0.2699,9,0.2277,8
0.3,0.2,0.271,10,0.2303,8
0.3,0.3,0.2716,10,0.233,10
0.3,0.4,0.2733,10,0.234,10
0.3,0.5,0.2741,10,0.2357,10
0.3,0.6,0.274,10,0.235,10
0.3,0.7,0.2713,10,0.2332,10
0.3,0.8,0.2643,10,0.2282,10
0.3,0.9,0.2527,10,0.2159,10
0.3,1.0,0.2312,10,0.1947,11
0.3,1.1,0.209,10,0.1776,11
0.3,1.2,0.1891,8,0.1609,9
0.4,0.0,0.2683,9,0.2244,7
0.4,0.1,0.2696,9,0.2283,8
0.4,0.2,0.271,10,0.2312,8
0.4,0.3,0.2716,10,0.2338,10
0.4,0.4,0.2733,10,0.2346,10
0.4,0.5,0.2742,10,0.2359,10
0.4,0.6,0.2741,11,0.2353,10
0.4,0.7,0.2714,11,0.2336,10
0.4,0.8,0.265,10,0.2287,10
0.4,0.9,0.2541,10,0.2164,10
0.4,1.0,0.2328,10,0.1948,10
0.4,1.1,0.2103,10,0.1774,11
