,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2302,0.7682167704137679,0.9989524807161223,0.8685212783573439,10501.0,48999,48999,10501
2303,0.9424083769633508,0.053811659192825115,0.10180995475113122,3345.0,15613,20000,3345
accuracy,0.7706196735519284,0.7706196735519284,0.7706196735519284,0.7706196735519284,,,
macro avg,0.8553125736885594,0.5263820699544737,0.48516561655423757,13846.0,,,
weighted avg,0.8102990269433327,0.7706196735519284,0.6832945430213059,13846.0,,,
