,precision,recall,f1-score,support
1,0.8318441858970238,0.8627333333333334,0.8470072323853781,30000.0
2,0.8955809904804237,0.8059333333333333,0.8483955295892767,30000.0
3,0.8343629464705697,0.8869,0.8598296950992906,30000.0
accuracy,0.8518555555555556,0.8518555555555556,0.8518555555555556,0.8518555555555556
macro avg,0.8539293742826723,0.8518555555555555,0.8517441523579818,90000.0
weighted avg,0.8539293742826725,0.8518555555555556,0.8517441523579817,90000.0
