,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2302,0.8874794670560321,0.9261904761904762,0.9064218473296672,10500.0,49000,49000,10500
2303,0.9280933062880324,0.8715238095238095,0.8989194499017682,10500.0,49000,49000,10500
2405,0.29328621908127206,0.8217821782178217,0.4322916666666667,101.0,469,20000,101
accuracy,0.8984882233069523,0.8984882233069523,0.8984882233069523,0.8984882233069523,,,
macro avg,0.7029529974751122,0.873165487977369,0.7458776546327006,21101.0,,,
weighted avg,0.9048450797706216,0.8984882233069523,0.9004191782030901,21101.0,,,
