,2403,2404,2407,2413,2416,2419,2420
2403,7375,654,363,551,679,644,234
2404,156,308,19,10,12,9,11
2407,199,54,2389,75,94,39,25
2413,610,55,84,1062,113,91,46
2416,1728,156,324,339,1811,210,127
2419,699,90,65,112,66,554,59
2420,13,7,0,4,1,3,148
