lu_code,precision,recall,f1,support
2101,0.5658,0.3066,0.3977,49838
2204,0.3686,0.2889,0.3239,178464
2205,0.3689,0.5168,0.4305,139979
2302,0.8855,0.8743,0.8799,3235887
2303,0.7586,0.4028,0.5262,89353
2403,0.386,0.352,0.3682,73052
2404,0.0,0.0,0.0,1625
2405,0.0,0.0,0.0,2947
2407,0.3536,0.0187,0.0356,13346
2413,0.0,0.0,0.0,1709
2416,0.0219,0.0004,0.0008,10054
2419,0.1009,0.0027,0.0052,4122
2420,0.0,0.0,0.0,191
