alpha2,alpha3,cal_macro_f1,cal_alive,tune_macro_f1,tune_alive
0.0,0.0,0.2592,8,0.2161,6
0.0,0.1,0.2592,8,0.2187,8
0.0,0.2,0.2594,10,0.2208,8
0.0,0.3,0.2589,10,0.223,9
0.0,0.4,0.2594,10,0.2244,10
0.0,0.5,0.259,10,0.2255,10
0.0,0.6,0.2585,10,0.2251,10
0.0,0.7,0.2562,10,0.2239,9
0.0,0.8,0.2505,10,0.2197,9
0.0,0.9,0.2392,10,0.209,9
0.0,1.0,0.2199,10,0.1917,9
0.0,1.1,0.1994,10,0.1768,9
0.0,1.2,0.18,8,0.1607,8
0.1,0.0,0.263,8,0.2208,7
0.1,0.1,0.2633,8,0.2234,8
0.1,0.2,0.2637,10,0.226,8
0.1,0.3,0.2636,10,0.2289,10
0.1,0.4,0.2647,10,0.2298,10
0.1,0.5,0.2644,10,0.231,10
0.1,0.6,0.2648,10,0.2306,10
0.1,0.7,0.2624,11,0.2287,10
0.1,0.8,0.2561,11,0.2241,10
0.1,0.9,0.2445,11,0.2126,10
0.1,1.0,0.2241,11,0.1935,10
0.1,1.1,0.2024,10,0.1778,10
0.1,1.2,0.1828,8,0.1616,8
0.2,0.0,0.2655,8,0.2243,7
0.2,0.1,0.266,8,0.2273,8
0.2,0.2,0.2667,10,0.2304,8
0.2,0.3,0.267,10,0.2333,10
0.2,0.4,0.2681,10,0.2345,10
0.2,0.5,0.2685,10,0.2359,10
0.2,0.6,0.2689,10,0.2352,10
0.2,0.7,0.2664,11,0.2331,10
0.2,0.8,0.2598,11,0.2278,10
0.2,0.9,0.2482,10,0.2156,10
0.2,1.0,0.2271,11,0.1951,10
0.2,1.1,0.2047,9,0.1786,10
0.2,1.2,0.1848,8,0.1623,9
0.3,0.0,0.2664,8,0.2257,8
0.3,0.1,0.2671,8,0.2291,8
0.3,0.2,0.2681,10,0.2328,8
0.3,0.3,0.2686,10,0.2359,10
0.3,0.4,0.2701,10,0.237,10
0.3,0.5,0.2707,10,0.2385,10
0.3,0.6,0.2711,10,0.2373,10
0.3,0.7,0.2687,11,0.235,10
0.3,0.8,0.262,10,0.2298,10
0.3,0.9,0.2507,10,0.2173,10
0.3,1.0,0.2292,10,0.1958,10
0.3,1.1,0.2065,10,0.1787,10
0.3,1.2,0.1868,8,0.1622,9
0.4,0.0,0.2665,8,0.2261,8
0.4,0.1,0.2672,8,0.2303,8
0.4,0.2,0.2682,10,0.2338,8
0.4,0.3,0.2691,10,0.2365,10
0.4,0.4,0.2707,10,0.2374,10
0.4,0.5,0.2714,10,0.2389,10
0.4,0.6,0.2717,10,0.2379,10
0.4,0.7,0.2695,11,0.2356,10
0.4,0.8,0.2632,10,0.2304,10
0.4,0.9,0.2525,10,0.2181,10
0.4,1.0,0.2313,10,0.1961,10
0.4,1.1,0.2085,10,0.1786,11
0.4,1.2,0.1887,8,0.1618,9
0.5,0.0,0.2652,8,0.2251,8
0.5,0.1,0.2659,8,0.2304,8
0.5,0.2,0.267,10,0.2339,8
0.5,0.3,0.268,10,0.2361,10
0.5,0.4,0.2696,10,0.2367,10
0.5,0.5,0.2703,10,0.2379,10
0.5,0.6,0.2706,10,0.2367,10
0.5,0.7,0.2685,11,0.2344,10
0.5,0.8,0.2629,10,0.2296,10
0.5,0.9,0.2531,10,0.2176,10
0.5,1.0,0.2323,10,0.1956,10
0.5,1.1,0.2096,10,0.1779,11
0.5,1.2,0.1898,8,0.1611,9
0.6,0.0,0.2629,8,0.2237,8
0.6,0.1,0.2636,8,0.229,8
0.6,0.2,0.2644,10,0.2321,8
0.6,0.3,0.2654,10,0.2342,10
0.6,0.4,0.2669,10,0.2346,10
0.6,0.5,0.2679,10,0.2355,10
0.6,0.6,0.2683,11,0.2343,10
0.6,0.7,0.2666,11,0.2322,10
0.6,0.8,0.2618,10,0.2279,10
0.6,0.9,0.253,10,0.2166,10
0.6,1.0,0.2332,10,0.1949,10
0.6,1.1,0.2104,10,0.1771,10
0.6,1.2,0.1907,9,0.1601,9
0.7,0.0,0.2598,8,0.2212,8
0.7,0.1,0.2606,9,0.2268,8
0.7,0.2,0.2614,9,0.2294,8
0.7,0.3,0.2622,10,0.2311,10
0.7,0.4,0.2635,10,0.231,10
0.7,0.5,0.2645,10,0.2314,10
0.7,0.6,0.265,11,0.2301,10
0.7,0.7,0.2637,10,0.2285,10
0.7,0.8,0.2597,10,0.2248,10
0.7,0.9,0.252,10,0.2144,10
0.7,1.0,0.2331,10,0.1931,10
0.7,1.1,0.2104,10,0.1752,10
0.7,1.2,0.1907,9,0.1582,9
0.8,0.0,0.256,8,0.2183,8
0.8,0.1,0.2567,9,0.2242,8
0.8,0.2,0.2574,9,0.2267,8
0.8,0.3,0.2582,9,0.2278,10
0.8,0.4,0.2595,9,0.2276,10
0.8,0.5,0.2605,9,0.2278,10
0.8,0.6,0.2611,11,0.2264,10
0.8,0.7,0.2601,10,0.2248,10
0.8,0.8,0.2567,10,0.2215,10
0.8,0.9,0.2501,10,0.2119,10
0.8,1.0,0.2321,10,0.1911,10
0.8,1.1,0.2097,10,0.1733,10
0.8,1.2,0.1902,9,0.1565,9
0.9,0.0,0.2516,8,0.2144,8
0.9,0.1,0.2523,9,0.2201,8
0.9,0.2,0.253,9,0.2223,8
0.9,0.3,0.2539,9,0.2231,9
0.9,0.4,0.2549,9,0.2229,9
0.9,0.5,0.2558,10,0.2228,10
0.9,0.6,0.2563,10,0.2217,10
0.9,0.7,0.2555,10,0.2203,10
0.9,0.8,0.2527,10,0.2176,10
0.9,0.9,0.2471,10,0.2088,10
0.9,1.0,0.2302,10,0.1886,10
0.9,1.1,0.2082,10,0.1711,10
0.9,1.2,0.1888,9,0.1545,9
1.0,0.0,0.2461,8,0.21,8
1.0,0.1,0.2467,9,0.2156,8
1.0,0.2,0.2472,9,0.2178,8
1.0,0.3,0.2477,9,0.2183,9
1.0,0.4,0.2486,9,0.2179,9
1.0,0.5,0.2496,10,0.2175,10
1.0,0.6,0.2502,10,0.2164,10
1.0,0.7,0.2497,10,0.2153,10
1.0,0.8,0.2477,10,0.2131,10
1.0,0.9,0.2432,10,0.2052,10
1.0,1.0,0.2274,10,0.1857,10
1.0,1.1,0.206,10,0.1684,10
1.0,1.2,0.1869,9,0.1521,9
1.1,0.0,0.2402,9,0.2061,8
1.1,0.1,0.2411,9,0.2114,8
1.1,0.2,0.2416,9,0.2131,8
1.1,0.3,0.242,9,0.2134,9
1.1,0.4,0.2426,9,0.2126,9
1.1,0.5,0.2433,10,0.212,10
1.1,0.6,0.2437,10,0.2108,10
1.1,0.7,0.2433,10,0.2098,10
1.1,0.8,0.2418,10,0.2081,10
1.1,0.9,0.2383,10,0.201,10
