,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
2101,0.975270333803479,0.9878095238095238,0.9814998817127987,10500.0,49000,49000,10500
2204,0.7547151180013825,0.7279047619047619,0.7410675328452998,10500.0,49000,49000,10500
2205,0.7535853976531942,0.7706666666666667,0.7620303230059328,10500.0,49000,49000,10500
accuracy,0.8287936507936507,0.8287936507936507,0.8287936507936507,0.8287936507936507,,,
macro avg,0.8278569498193519,0.8287936507936507,0.8281992458546771,31500.0,,,
weighted avg,0.8278569498193519,0.8287936507936507,0.8281992458546771,31500.0,,,
