SUBCLASS_LABEL,count,F0_mean,F0_median,F1_mean,F1_median,F2_mean,F2_median,F3_mean,F3_median,F4_mean,F4_median,F5_mean,F5_median,F6_mean,F6_median,F7_mean,F7_median,F8_mean,F8_median,F9_mean,F9_median,F10_mean,F10_median,F11_mean,F11_median,F12_mean,F12_median,F13_mean,F13_median,F14_mean,F14_median,F15_mean,F15_median,F16_mean,F16_median,F17_mean,F17_median,F18_mean,F18_median,F19_mean,F19_median,F20_mean,F20_median,F21_mean,F21_median,F22_mean,F22_median,F23_mean,F23_median,F24_mean,F24_median,F25_mean,F25_median,F26_mean,F26_median,F27_mean,F27_median,F28_mean,F28_median,F29_mean,F29_median,F30_mean,F30_median,F31_mean,F31_median,F32_mean,F32_median,F33_mean,F33_median,F34_mean,F34_median,F35_mean,F35_median,F36_mean,F36_median,F37_mean,F37_median,F38_mean,F38_median,F39_mean,F39_median,F40_mean,F40_median,F41_mean,F41_median,F42_mean,F42_median,F43_mean,F43_median,F44_mean,F44_median,F45_mean,F45_median,F46_mean,F46_median,F47_mean,F47_median,F48_mean,F48_median,F49_mean,F49_median,F50_mean,F50_median,F51_mean,F51_median,F52_mean,F52_median,F53_mean,F53_median,F54_mean,F54_median,F55_mean,F55_median,F56_mean,F56_median,F57_mean,F57_median,F58_mean,F58_median,F59_mean,F59_median,F60_mean,F60_median,F61_mean,F61_median,F62_mean,F62_median,F63_mean,F63_median,F64_mean,F64_median,F65_mean,F65_median,F66_mean,F66_median,F67_mean,F67_median,F68_mean,F68_median,F69_mean,F69_median,F70_mean,F70_median,F71_mean,F71_median,F72_mean,F72_median,F73_mean,F73_median,F74_mean,F74_median,F75_mean,F75_median,F76_mean,F76_median,F77_mean,F77_median,F78_mean,F78_median,F79_mean,F79_median,F80_mean,F80_median,F81_mean,F81_median,F82_mean,F82_median,F83_mean,F83_median,F84_mean,F84_median,F85_mean,F85_median,F86_mean,F86_median,F87_mean,F87_median,F88_mean,F88_median,F89_mean,F89_median,F90_mean,F90_median,F91_mean,F91_median,F92_mean,F92_median,F93_mean,F93_median,F94_mean,F94_median,F95_mean,F95_median,F96_mean,F96_median,F97_mean,F97_median,F98_mean,F98_median,F99_mean,F99_median,F100_mean,F100_median,F101_mean,F101_median,F102_mean,F102_median,F103_mean,F103_median,F104_mean,F104_median,F105_mean,F105_median,F106_mean,F106_median,F107_mean,F107_median,F108_mean,F108_median,F109_mean,F109_median,F110_mean,F110_median,F111_mean,F111_median,F112_mean,F112_median,F113_mean,F113_median,F114_mean,F114_median,F115_mean,F115_median,F116_mean,F116_median,F117_mean,F117_median,F118_mean,F118_median,F119_mean,F119_median,F120_mean,F120_median,F121_mean,F121_median,F122_mean,F122_median,F123_mean,F123_median,F124_mean,F124_median,F125_mean,F125_median,F126_mean,F126_median,F127_mean,F127_median,F128_mean,F128_median,F129_mean,F129_median,F130_mean,F130_median,F131_mean,F131_median,F132_mean,F132_median,F133_mean,F133_median
1,440419,,,,,,,,,,,,,,,,,,,,,4.204761981964111,4.057297706604004,,,3.9103517532348633,3.793205976486206,,,,,,,,,4.055437088012695,3.9196581840515137,,,3.7826101779937744,3.661707639694214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6000542044639587,-0.6039689183235168,,,-0.5772454142570496,-0.582451343536377,,,,,,,,,-0.5885542631149292,-0.5927850604057312,,,-0.5662151575088501,-0.5702865719795227,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.945396900177002,-7.861574172973633,,,-8.783398628234863,-8.682477951049805,,,,,,,,,-7.9214935302734375,-7.847336769104004,,,-8.927216529846191,-8.837387084960938,,,,,,,,,,,-14.04653549194336,-13.964452743530273,,,-14.575300216674805,-14.479484558105469,,,,,,,,,-13.8658447265625,-13.791988372802734,,,-14.574969291687012,-14.477049827575684,,,,,,,,,,,-6.101128101348877,-6.077566623687744,,,-5.791940212249756,-5.787726402282715,,,,,,,,,-5.944691181182861,-5.926743507385254,,,-5.647666931152344,-5.631135940551758,,
2,10476177,,,,,,,,,,,,,,,,,,,,,4.572904586791992,4.481101036071777,,,4.165968894958496,4.011515140533447,,,,,,,,,4.4925713539123535,4.399394989013672,,,4.068490028381348,3.9072787761688232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5909430980682373,-0.6345990300178528,,,-0.5650357604026794,-0.6006508469581604,,,,,,,,,-0.5859702229499817,-0.6289917230606079,,,-0.5584602952003479,-0.5918071866035461,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.99782133102417,-7.857456207275391,,,-8.329062461853027,-8.515856742858887,,,,,,,,,-7.738552093505859,-7.580395698547363,,,-8.363463401794434,-8.605842590332031,,,,,,,,,,,-15.357964515686035,-14.399078369140625,,,-15.411672592163086,-14.570858001708984,,,,,,,,,-14.937549591064453,-14.038354873657227,,,-15.370821952819824,-14.53905963897705,,,,,,,,,,,-6.693234920501709,-6.50931978225708,,,-6.038249969482422,-6.0308003425598145,,,,,,,,,-6.5727410316467285,-6.4286651611328125,,,-5.896247863769531,-5.913387298583984,,
3,1380452,,,,,,,,,,,,,,,,,,,,,4.227418422698975,3.931537628173828,,,3.9028677940368652,3.6064934730529785,,,,,,,,,4.061650276184082,3.759270191192627,,,3.7912139892578125,3.4981155395507812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.593573808670044,-0.593866765499115,,,-0.5658833384513855,-0.5655126571655273,,,,,,,,,-0.5796589851379395,-0.5791099071502686,,,-0.55592942237854,-0.5546343922615051,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.635626792907715,-8.663631439208984,,,-9.023247718811035,-9.112442970275879,,,,,,,,,-8.388947486877441,-8.267562866210938,,,-9.02698040008545,-9.082661628723145,,,,,,,,,,,-14.68077564239502,-14.662745475769043,,,-14.706523895263672,-14.736625671386719,,,,,,,,,-14.249504089355469,-14.06839370727539,,,-14.583105087280273,-14.553102493286133,,,,,,,,,,,-6.04482889175415,-5.940722465515137,,,-5.6842803955078125,-5.568225383758545,,,,,,,,,-5.860269546508789,-5.745566368103027,,,-5.556731700897217,-5.432480335235596,,
