,precision,recall,f1-score,support,train_unique_support,train_final_support,test_support
econ,0.6767057132742614,0.8538266666666666,0.7550175233817031,150000.0,700000,700000,150000
water,0.904549268334305,0.8480933333333334,0.8754120245804059,75000.0,350000,350000,75000
others,0.7276391891102413,0.5189583333333333,0.605832137558674,120000.0,560000,560000,120000
forest,0.8807035119942116,0.8790888888888889,0.8798954597269719,90000.0,420000,420000,90000
accuracy,0.765687356321839,0.765687356321839,0.765687356321839,0.765687356321839,,,
macro avg,0.7973994206782548,0.7749918055555556,0.7790392863119388,435000.0,,,
weighted avg,0.772246139974529,0.765687356321839,0.7604574212258719,435000.0,,,
